Time,Frequency,Amplitude,ADC,Level
[2025-08-07 18:14:38.358],397302.2,3.0607,1991, 1.604V
[2025-08-07 18:14:38.358],397534.2,1.7773,2004, 1.615V
[2025-08-07 18:14:38.358],397766.1,0.4985,2135, 1.721V
[2025-08-07 18:14:38.358],397998.1,4.4408,1860, 1.499V
[2025-08-07 18:14:38.358],398230,2.9509,2240, 1.805V
[2025-08-07 18:14:38.358],398461.9,2.5705,1831, 1.476V
[2025-08-07 18:14:38.358],398693.8,4.9155,2199, 1.772V
[2025-08-07 18:14:38.360],398925.8,1.2634,1940, 1.563V
[2025-08-07 18:14:38.361],399157.7,3.2507,2047, 1.650V
[2025-08-07 18:14:38.361],399389.7,2.9764,2087, 1.682V
[2025-08-07 18:14:38.361],399621.6,3.0672,1908, 1.538V
[2025-08-07 18:14:38.361],399853.5,3.9071,2230, 1.797V
[2025-08-07 18:14:38.361],400085.4,0.3163,1830, 1.475V
[2025-08-07 18:14:38.374],400317.4,20.8397,2230, 1.797V
[2025-08-07 18:14:38.374],400549.3,6.5906,1895, 1.527V
[2025-08-07 18:14:38.374],400781.2,21.7201,2118, 1.707V
[2025-08-07 18:14:38.374],401013.2,7.3267,2023, 1.630V
[2025-08-07 18:14:38.374],401245.1,4.7602,1943, 1.566V
[2025-08-07 18:14:38.374],401477.1,32.2661,2183, 1.759V
[2025-08-07 18:14:38.374],401709,3.0743,1847, 1.488V
[2025-08-07 18:14:38.374],401940.9,4.5406,2263, 1.824V
[2025-08-07 18:14:38.374],402172.8,2.1987,1828, 1.473V
[2025-08-07 18:14:38.374],402404.8,2.6931,2215, 1.785V
[2025-08-07 18:14:38.374],402636.7,10.8186,1927, 1.553V
[2025-08-07 18:14:38.375],402868.7,6.2821,2068, 1.667V
[2025-08-07 18:14:38.375],403100.6,6.6119,2084, 1.679V
[2025-08-07 18:14:38.375],403332.5,9.7329,1927, 1.553V
[2025-08-07 18:14:38.375],403564.4,7.6842,2183, 1.759V
[2025-08-07 18:14:38.375],403796.4,15.4747,1870, 1.507V
[2025-08-07 18:14:38.375],404028.3,22.0171,2199, 1.772V
[2025-08-07 18:14:38.390],404260.2,4.2736,1895, 1.527V
[2025-08-07 18:14:38.390],404492.2,26.7467,2132, 1.718V
[2025-08-07 18:14:38.390],404724.1,16.2944,1988, 1.602V
[2025-08-07 18:14:38.390],404956.1,13.2548,2020, 1.628V
[2025-08-07 18:14:38.390],405188,23.3108,2116, 1.705V
[2025-08-07 18:14:38.390],405419.9,5.6145,1924, 1.550V
[2025-08-07 18:14:38.390],405651.8,16.717,2167, 1.746V
[2025-08-07 18:14:38.390],405883.8,16.9497,1910, 1.539V
[2025-08-07 18:14:38.390],406115.7,6.4282,2167, 1.746V
[2025-08-07 18:14:38.390],406347.7,10.7044,1952, 1.573V
[2025-08-07 18:14:38.390],406579.6,10.1573,2084, 1.679V
[2025-08-07 18:14:38.391],406811.5,7.9825,2039, 1.643V
[2025-08-07 18:14:38.391],407043.5,7.1809,1968, 1.586V
[2025-08-07 18:14:38.391],407275.4,5.9963,2166, 1.745V
[2025-08-07 18:14:38.391],407507.3,10.0163,1871, 1.508V
[2025-08-07 18:14:38.391],407739.2,7.9275,2207, 1.779V
[2025-08-07 18:14:38.404],407971.2,0.2399,1860, 1.499V
[2025-08-07 18:14:38.404],408203.1,13.2132,2151, 1.733V
[2025-08-07 18:14:38.404],408435.1,7.3951,1975, 1.592V
[2025-08-07 18:14:38.404],408667,3.5587,2039, 1.643V
[2025-08-07 18:14:38.404],408898.9,12.1169,2103, 1.695V
[2025-08-07 18:14:38.404],409130.9,10.8122,1908, 1.538V
[2025-08-07 18:14:38.404],409362.8,4.0784,2215, 1.785V
[2025-08-07 18:14:38.404],409594.7,8.2886,1847, 1.488V
[2025-08-07 18:14:38.404],409826.7,17.3749,2231, 1.798V
[2025-08-07 18:14:38.404],410058.6,3.9986,1908, 1.538V
[2025-08-07 18:14:38.404],410290.5,6.4721,2134, 1.720V
[2025-08-07 18:14:38.404],410522.5,8.9995,2036, 1.641V
[2025-08-07 18:14:38.405],410754.4,8.125,1975, 1.592V
[2025-08-07 18:14:38.405],410986.3,14.3213,2167, 1.746V
[2025-08-07 18:14:38.405],411218.2,34.1488,1879, 1.514V
[2025-08-07 18:14:38.405],411450.2,15.1903,2199, 1.772V
[2025-08-07 18:14:38.405],411682.1,37.5326,1908, 1.538V
[2025-08-07 18:14:38.419],411914.1,25.7601,2119, 1.708V
[2025-08-07 18:14:38.419],412146,22.504,2032, 1.638V
[2025-08-07 18:14:38.419],412377.9,46.1914,1975, 1.592V
[2025-08-07 18:14:38.419],412609.9,32.5379,2135, 1.721V
[2025-08-07 18:14:38.419],412841.8,76.9,1911, 1.540V
[2025-08-07 18:14:38.419],413073.7,4.8731,2166, 1.745V
[2025-08-07 18:14:38.419],413305.7,21.3507,1943, 1.566V
[2025-08-07 18:14:38.419],413537.6,8.8451,2070, 1.668V
[2025-08-07 18:14:38.419],413769.5,32.0741,2055, 1.656V
[2025-08-07 18:14:38.419],414001.5,111.9531,1972, 1.589V
[2025-08-07 18:14:38.419],414233.4,104.7357,2135, 1.721V
[2025-08-07 18:14:38.420],414465.3,30.7025,1903, 1.534V
[2025-08-07 18:14:38.420],414697.2,14.6306,2151, 1.733V
[2025-08-07 18:14:38.420],414929.2,24.6388,1936, 1.560V
[2025-08-07 18:14:38.420],415161.1,57.5713,2096, 1.689V
[2025-08-07 18:14:38.420],415393.1,213.9293,2023, 1.630V
[2025-08-07 18:14:38.435],415625,21.4068,2004, 1.615V
[2025-08-07 18:14:38.435],415856.9,134.6942,2103, 1.695V
[2025-08-07 18:14:38.435],416088.9,182.5616,1940, 1.563V
[2025-08-07 18:14:38.435],416320.8,69.3206,2148, 1.731V
[2025-08-07 18:14:38.435],416552.8,100.7344,1927, 1.553V
[2025-08-07 18:14:38.435],416784.7,77.8722,2103, 1.695V
[2025-08-07 18:14:38.435],417016.6,68.1026,2004, 1.615V
[2025-08-07 18:14:38.435],417248.5,39.7239,2023, 1.630V
[2025-08-07 18:14:38.435],417480.5,23.56,2116, 1.705V
[2025-08-07 18:14:38.435],417712.4,29.6066,1943, 1.566V
[2025-08-07 18:14:38.435],417944.3,25.0211,2167, 1.746V
[2025-08-07 18:14:38.435],418176.3,17.9614,1927, 1.553V
[2025-08-07 18:14:38.436],418408.2,6.7966,2134, 1.720V
[2025-08-07 18:14:38.436],418640.1,3.7965,2000, 1.612V
[2025-08-07 18:14:38.436],418872.1,17.8251,2023, 1.630V
[2025-08-07 18:14:38.436],419104,7.8204,2103, 1.695V
[2025-08-07 18:14:38.436],419335.9,4.3828,1940, 1.563V
[2025-08-07 18:14:38.449],419567.9,12.5424,2167, 1.746V
[2025-08-07 18:14:38.449],419799.8,4.038,1908, 1.538V
[2025-08-07 18:14:38.449],420031.8,8.7156,2175, 1.753V
[2025-08-07 18:14:38.449],420263.7,14.9554,1943, 1.566V
[2025-08-07 18:14:38.449],420495.6,6.571,2100, 1.692V
[2025-08-07 18:14:38.449],420727.5,3.1841,2047, 1.650V
[2025-08-07 18:14:38.449],420959.5,10.0612,1999, 1.611V
[2025-08-07 18:14:38.449],421191.4,13.4725,2119, 1.708V
[2025-08-07 18:14:38.449],421423.3,3.6067,1927, 1.553V
[2025-08-07 18:14:38.449],421655.3,13.3438,2167, 1.746V
[2025-08-07 18:14:38.449],421887.2,5.3849,1908, 1.538V
[2025-08-07 18:14:38.451],422119.1,8.1863,2160, 1.741V
[2025-08-07 18:14:38.451],422351.1,2.3147,1956, 1.576V
[2025-08-07 18:14:38.451],422583,32.6816,2071, 1.669V
[2025-08-07 18:14:38.451],422814.9,12.7127,2039, 1.643V
[2025-08-07 18:14:38.451],423046.9,43.6519,2007, 1.617V
[2025-08-07 18:14:38.467],423278.8,10.0008,2103, 1.695V
[2025-08-07 18:14:38.467],423510.8,2.3402,1968, 1.586V
[2025-08-07 18:14:38.467],423742.7,46.9608,2132, 1.718V
[2025-08-07 18:14:38.467],423974.6,18.7646,1943, 1.566V
[2025-08-07 18:14:38.467],424206.5,30.041,2111, 1.701V
[2025-08-07 18:14:38.467],424438.5,36.61,1974, 1.591V
[2025-08-07 18:14:38.467],424670.4,13.372,2047, 1.650V
[2025-08-07 18:14:38.467],424902.3,11.5829,2047, 1.650V
[2025-08-07 18:14:38.467],425134.3,9.3791,1975, 1.592V
[2025-08-07 18:14:38.467],425366.2,14.4066,2119, 1.708V
[2025-08-07 18:14:38.467],425598.2,26.9133,1910, 1.539V
[2025-08-07 18:14:38.467],425830.1,12.3874,2167, 1.746V
[2025-08-07 18:14:38.468],426062,18.4744,1926, 1.552V
[2025-08-07 18:14:38.468],426293.9,11.2749,2102, 1.694V
[2025-08-07 18:14:38.468],426525.9,1.4388,2023, 1.630V
[2025-08-07 18:14:38.468],426757.8,39.1677,1975, 1.592V
[2025-08-07 18:14:38.468],426989.8,15.5357,2148, 1.731V
[2025-08-07 18:14:38.483],427221.7,16.1495,1872, 1.509V
[2025-08-07 18:14:38.483],427453.6,36.1049,2230, 1.797V
[2025-08-07 18:14:38.483],427685.6,3.0415,1831, 1.476V
[2025-08-07 18:14:38.483],427917.5,20.4004,2196, 1.770V
[2025-08-07 18:14:38.483],428149.4,16.706,1935, 1.559V
[2025-08-07 18:14:38.483],428381.3,6.7984,2071, 1.669V
[2025-08-07 18:14:38.483],428613.3,11.1003,2087, 1.682V
[2025-08-07 18:14:38.483],428845.2,10.3658,1895, 1.527V
[2025-08-07 18:14:38.483],429077.2,8.0596,2224, 1.792V
[2025-08-07 18:14:38.483],429309.1,7.1854,1812, 1.460V
[2025-08-07 18:14:38.483],429541,7.1773,2276, 1.834V
[2025-08-07 18:14:38.484],429772.9,8.9067,1840, 1.483V
[2025-08-07 18:14:38.484],430004.9,2.1929,2180, 1.757V
[2025-08-07 18:14:38.484],430236.8,5.1117,1975, 1.592V
[2025-08-07 18:14:38.484],430468.8,8.0702,1991, 1.604V
[2025-08-07 18:14:38.484],430700.7,0.8995,2135, 1.721V
[2025-08-07 18:14:38.497],430932.6,4.2978,1879, 1.514V
[2025-08-07 18:14:38.497],431164.6,3.9067,2215, 1.785V
[2025-08-07 18:14:38.497],431396.5,1.3316,1878, 1.513V
[2025-08-07 18:14:38.497],431628.4,3.8046,2166, 1.745V
[2025-08-07 18:14:38.497],431860.3,1.8295,1968, 1.586V
[2025-08-07 18:14:38.497],432092.3,4.1933,2047, 1.650V
[2025-08-07 18:14:38.497],432324.2,3.8682,2064, 1.663V
[2025-08-07 18:14:38.497],432556.2,1.8932,1959, 1.579V
[2025-08-07 18:14:38.497],432788.1,4.1191,2118, 1.707V
[2025-08-07 18:14:38.497],433020,4.2036,1952, 1.573V
[2025-08-07 18:14:38.497],433251.9,5.3972,2116, 1.705V
[2025-08-07 18:14:38.497],433483.9,5.8714,1975, 1.592V
[2025-08-07 18:14:38.497],433715.8,2.8418,2071, 1.669V
[2025-08-07 18:14:38.497],433947.8,3.388,2023, 1.630V
[2025-08-07 18:14:38.497],434179.7,3.5062,2023, 1.630V
[2025-08-07 18:14:38.498],434411.6,1.498,2084, 1.679V
[2025-08-07 18:14:38.498],434643.6,8.6759,1984, 1.599V
[2025-08-07 18:14:38.511],434875.5,2.9186,2103, 1.695V
[2025-08-07 18:14:38.511],435107.4,7.948,1968, 1.586V
[2025-08-07 18:14:38.511],435339.3,3.8526,2103, 1.695V
[2025-08-07 18:14:38.511],435571.3,2.9433,1991, 1.604V
[2025-08-07 18:14:38.511],435803.2,5.8437,2084, 1.679V
[2025-08-07 18:14:38.511],436035.2,7.1559,2020, 1.628V
[2025-08-07 18:14:38.511],436267.1,5.9226,2022, 1.629V
[2025-08-07 18:14:38.511],436499,3.5008,2055, 1.656V
[2025-08-07 18:14:38.511],436731,1.5438,2006, 1.617V
[2025-08-07 18:14:38.511],436962.9,14.2199,2071, 1.669V
[2025-08-07 18:14:38.511],437194.8,4.8849,1988, 1.602V
[2025-08-07 18:14:38.512],437426.8,0.2343,2084, 1.679V
[2025-08-07 18:14:38.512],437658.7,7.9786,1990, 1.604V
[2025-08-07 18:14:38.512],437890.6,3.2368,2078, 1.675V
[2025-08-07 18:14:38.512],438122.6,3.6433,1991, 1.604V
[2025-08-07 18:14:38.512],438354.5,4.0062,2068, 1.667V
[2025-08-07 18:14:38.512],438586.4,4.8477,2016, 1.625V
[2025-08-07 18:14:38.526],438818.4,4.0293,2047, 1.650V
[2025-08-07 18:14:38.526],439050.3,4.199,2039, 1.643V
[2025-08-07 18:14:38.526],439282.2,2.8518,2007, 1.617V
[2025-08-07 18:14:38.526],439514.2,1.8878,2064, 1.663V
[2025-08-07 18:14:38.526],439746.1,4.0308,2004, 1.615V
[2025-08-07 18:14:38.526],439978,1.4847,2071, 1.669V
[2025-08-07 18:14:38.526],440210,4.5039,2000, 1.612V
[2025-08-07 18:14:38.526],440441.9,3.6127,2068, 1.667V
[2025-08-07 18:14:38.526],440673.8,5.7333,2007, 1.617V
[2025-08-07 18:14:38.526],440905.8,4.0095,2068, 1.667V
[2025-08-07 18:14:38.526],441137.7,4.3585,1999, 1.611V
[2025-08-07 18:14:38.527],441369.6,1.7261,2047, 1.650V
[2025-08-07 18:14:38.527],441601.6,6.6813,2023, 1.630V
[2025-08-07 18:14:38.527],441833.5,5.2043,2047, 1.650V
[2025-08-07 18:14:38.527],442065.4,5.1233,2020, 1.628V
[2025-08-07 18:14:38.527],442297.4,6.0355,2036, 1.641V
[2025-08-07 18:14:38.527],442529.3,2.8245,2032, 1.638V
[2025-08-07 18:14:38.542],442761.2,5.8687,2023, 1.630V
[2025-08-07 18:14:38.542],442993.2,3.2778,2047, 1.650V
[2025-08-07 18:14:38.542],443225.1,4.5889,2004, 1.615V
[2025-08-07 18:14:38.542],443457,2.6065,2084, 1.679V
[2025-08-07 18:14:38.542],443689,2.9736,1984, 1.599V
[2025-08-07 18:14:38.542],443920.9,1.7644,2100, 1.692V
[2025-08-07 18:14:38.542],444152.8,3.3545,2004, 1.615V
[2025-08-07 18:14:38.542],444384.8,2.5275,2068, 1.667V
[2025-08-07 18:14:38.542],444616.7,7.914,2047, 1.650V
[2025-08-07 18:14:38.542],444848.6,0.733,1991, 1.604V
[2025-08-07 18:14:38.542],445080.6,2.935,2144, 1.728V
[2025-08-07 18:14:38.543],445312.5,2.4,1919, 1.546V
[2025-08-07 18:14:38.543],445544.4,2.3068,2166, 1.745V
[2025-08-07 18:14:38.543],445776.4,1.6898,1943, 1.566V
[2025-08-07 18:14:38.543],446008.3,4.2638,2071, 1.669V
[2025-08-07 18:14:38.543],446240.2,2.674,2047, 1.650V
[2025-08-07 18:14:38.543],446472.2,4.8747,1940, 1.563V
[2025-08-07 18:14:38.556],446704.1,3.9013,2174, 1.752V
[2025-08-07 18:14:38.557],446936,2.1047,1863, 1.501V
[2025-08-07 18:14:38.557],447168,14.1263,2228, 1.795V
[2025-08-07 18:14:38.557],447399.9,1.0319,1892, 1.525V
[2025-08-07 18:14:38.557],447631.8,2.9202,2135, 1.721V
[2025-08-07 18:14:38.557],447863.8,1.5431,2004, 1.615V
[2025-08-07 18:14:38.557],448095.7,1.9845,1984, 1.599V
[2025-08-07 18:14:38.557],448327.6,10.5598,2167, 1.746V
[2025-08-07 18:14:38.557],448559.6,4.6429,1847, 1.488V
[2025-08-07 18:14:38.557],448791.5,3.5612,2247, 1.811V
[2025-08-07 18:14:38.557],449023.4,0.9946,1822, 1.468V
[2025-08-07 18:14:38.557],449255.4,1.9839,2212, 1.783V
[2025-08-07 18:14:38.558],449487.3,6.5135,1943, 1.566V
[2025-08-07 18:14:38.558],449719.2,11.3096,2047, 1.650V
[2025-08-07 18:14:38.558],449951.2,1.1578,2103, 1.695V
[2025-08-07 18:14:38.558],450183.1,5.8933,1895, 1.527V
[2025-08-07 18:14:38.558],450415,4.3543,2228, 1.795V
[2025-08-07 18:14:38.574],450647,4.1566,1831, 1.476V
[2025-08-07 18:14:38.574],450878.9,2.8412,2247, 1.811V
[2025-08-07 18:14:38.574],451110.8,2.5716,1892, 1.525V
[2025-08-07 18:14:38.574],451342.8,2.4519,2144, 1.728V
[2025-08-07 18:14:38.574],451574.7,1.7782,1991, 1.604V
[2025-08-07 18:14:38.574],451806.6,2.9078,2020, 1.628V
[2025-08-07 18:14:38.574],452038.6,3.7203,2103, 1.695V
[2025-08-07 18:14:38.574],452270.5,2.8607,1919, 1.546V
[2025-08-07 18:14:38.574],452502.4,2.6722,2183, 1.759V
[2025-08-07 18:14:38.574],452734.4,2.524,1888, 1.521V
[2025-08-07 18:14:38.574],452966.3,2.9696,2180, 1.757V
[2025-08-07 18:14:38.574],453198.2,2.8665,1919, 1.546V
[2025-08-07 18:14:38.575],453430.2,1.1781,2135, 1.721V
[2025-08-07 18:14:38.575],453662.1,1.3795,1974, 1.591V
[2025-08-07 18:14:38.575],453894,1.1938,2039, 1.643V
[2025-08-07 18:14:38.575],454126,1.0781,2065, 1.664V
[2025-08-07 18:14:38.575],454357.9,0.5421,1956, 1.576V
[2025-08-07 18:14:38.589],454589.8,3.8209,2135, 1.721V
[2025-08-07 18:14:38.589],454821.8,1.2453,1908, 1.538V
[2025-08-07 18:14:38.589],455053.7,1.122,2164, 1.744V
[2025-08-07 18:14:38.589],455285.7,2.2551,1940, 1.563V
[2025-08-07 18:14:38.589],455517.6,0.7942,2111, 1.701V
[2025-08-07 18:14:38.589],455749.5,2.0173,2022, 1.629V
[2025-08-07 18:14:38.589],455981.4,2.2517,2022, 1.629V
[2025-08-07 18:14:38.589],456213.4,2.5118,2078, 1.675V
[2025-08-07 18:14:38.589],456445.3,0.4323,1972, 1.589V
[2025-08-07 18:14:38.589],456677.2,1.8056,2129, 1.716V
[2025-08-07 18:14:38.589],456909.2,2.4248,1927, 1.553V
[2025-08-07 18:14:38.589],457141.1,0.7506,2134, 1.720V
[2025-08-07 18:14:38.590],457373.1,1.9251,1972, 1.589V
[2025-08-07 18:14:38.590],457605,1.773,2084, 1.679V
[2025-08-07 18:14:38.590],457836.9,0.8523,2016, 1.625V
[2025-08-07 18:14:38.590],458068.8,2.6971,2020, 1.628V
[2025-08-07 18:14:38.590],458300.8,1.0775,2087, 1.682V
[2025-08-07 18:14:38.603],458532.7,1.6945,1950, 1.571V
[2025-08-07 18:14:38.603],458764.7,1.5011,2148, 1.731V
[2025-08-07 18:14:38.603],458996.6,1.6153,1940, 1.563V
[2025-08-07 18:14:38.603],459228.5,1.4497,2119, 1.708V
[2025-08-07 18:14:38.603],459460.4,2.3806,1968, 1.586V
[2025-08-07 18:14:38.603],459692.4,2.0572,2086, 1.681V
[2025-08-07 18:14:38.603],459924.3,2.957,2020, 1.628V
[2025-08-07 18:14:38.603],460156.2,1.6329,2016, 1.625V
[2025-08-07 18:14:38.603],460388.2,1.7904,2080, 1.676V
[2025-08-07 18:14:38.603],460620.1,1.8689,1990, 1.604V
[2025-08-07 18:14:38.603],460852.1,0.7367,2100, 1.692V
[2025-08-07 18:14:38.603],461084,2.0046,1991, 1.604V
[2025-08-07 18:14:38.603],461315.9,1.1013,2071, 1.669V
[2025-08-07 18:14:38.603],461547.8,1.12,2020, 1.628V
[2025-08-07 18:14:38.603],461779.8,1.0863,2039, 1.643V
[2025-08-07 18:14:38.603],462011.7,1.5737,2039, 1.643V
[2025-08-07 18:14:38.603],462243.7,0.6867,2015, 1.624V
[2025-08-07 18:14:38.619],462475.6,3.4711,2038, 1.642V
[2025-08-07 18:14:38.619],462707.5,1.6735,2047, 1.650V
[2025-08-07 18:14:38.619],462939.4,0.6995,2023, 1.630V
[2025-08-07 18:14:38.619],463171.4,2.0041,2079, 1.675V
[2025-08-07 18:14:38.619],463403.3,0.9464,2007, 1.617V
[2025-08-07 18:14:38.619],463635.2,0.5172,2063, 1.662V
[2025-08-07 18:14:38.619],463867.2,1.4054,2047, 1.650V
[2025-08-07 18:14:38.619],464099.1,0.4691,2000, 1.612V
[2025-08-07 18:14:38.619],464331.1,1.1496,2111, 1.701V
[2025-08-07 18:14:38.619],464563,1.6605,1950, 1.571V
[2025-08-07 18:14:38.619],464794.9,1.4016,2119, 1.708V
[2025-08-07 18:14:38.619],465026.8,1.1651,1975, 1.592V
[2025-08-07 18:14:38.620],465258.8,1.2413,2055, 1.656V
[2025-08-07 18:14:38.620],465490.7,1.5174,2039, 1.643V
[2025-08-07 18:14:38.620],465722.7,0.2226,1956, 1.576V
[2025-08-07 18:14:38.620],465954.6,2.0168,2164, 1.744V
[2025-08-07 18:14:38.620],466186.5,0.5883,1895, 1.527V
[2025-08-07 18:14:38.635],466418.5,0.8415,2199, 1.772V
[2025-08-07 18:14:38.635],466650.4,1.0493,1911, 1.540V
[2025-08-07 18:14:38.635],466882.3,1.3422,2116, 1.705V
[2025-08-07 18:14:38.635],467114.2,0.3843,2039, 1.643V
[2025-08-07 18:14:38.635],467346.2,2.2994,1975, 1.592V
[2025-08-07 18:14:38.635],467578.1,1.6482,2183, 1.759V
[2025-08-07 18:14:38.635],467810.1,1.316,1846, 1.488V
[2025-08-07 18:14:38.635],468042,1.3874,2272, 1.831V
[2025-08-07 18:14:38.635],468273.9,0.6858,1840, 1.483V
[2025-08-07 18:14:38.635],468505.9,0.8302,2214, 1.784V
[2025-08-07 18:14:38.635],468737.8,0.7065,1942, 1.565V
[2025-08-07 18:14:38.636],468969.7,2.0611,2039, 1.643V
[2025-08-07 18:14:38.636],469201.7,2.1692,2119, 1.708V
[2025-08-07 18:14:38.636],469433.6,1.7504,1860, 1.499V
[2025-08-07 18:14:38.636],469665.5,1.568,2246, 1.810V
[2025-08-07 18:14:38.636],469897.5,2.6018,1822, 1.468V
[2025-08-07 18:14:38.636],470129.4,0.1314,2231, 1.798V
[2025-08-07 18:14:38.650],470361.3,2.5711,1888, 1.521V
[2025-08-07 18:14:38.650],470593.2,0.2549,2132, 1.718V
[2025-08-07 18:14:38.650],470825.2,0.7188,1999, 1.611V
[2025-08-07 18:14:38.650],471057.1,1.5747,2015, 1.624V
[2025-08-07 18:14:38.651],471289.1,1.4326,2118, 1.707V
[2025-08-07 18:14:38.651],471521,0.5621,1926, 1.552V
[2025-08-07 18:14:38.651],471752.9,1.8374,2151, 1.733V
[2025-08-07 18:14:38.651],471984.9,0.1511,1910, 1.539V
[2025-08-07 18:14:38.651],472216.8,2.0279,2144, 1.728V
[2025-08-07 18:14:38.651],472448.7,1.0521,1936, 1.560V
[2025-08-07 18:14:38.651],472680.7,1.9563,2103, 1.695V
[2025-08-07 18:14:38.651],472912.6,2.1687,2004, 1.615V
[2025-08-07 18:14:38.651],473144.5,1.4535,2036, 1.641V
[2025-08-07 18:14:38.651],473376.5,1.6232,2071, 1.669V
[2025-08-07 18:14:38.651],473608.4,1.2869,1958, 1.578V
[2025-08-07 18:14:38.651],473840.3,0.9321,2127, 1.714V
[2025-08-07 18:14:38.651],474072.2,1.3775,1919, 1.546V
[2025-08-07 18:14:38.665],474304.2,0.9567,2132, 1.718V
[2025-08-07 18:14:38.665],474536.1,0.3811,1959, 1.579V
[2025-08-07 18:14:38.665],474768.1,2.5671,2103, 1.695V
[2025-08-07 18:14:38.665],0,0.7116,2007, 1.617V
[2025-08-07 18:14:38.665],231.9,0.2729,2176, 1.754V
[2025-08-07 18:14:38.665],463.9,0.4374,1696, 1.367V
[2025-08-07 18:14:38.665],695.8,1.1381,2423, 1.953V
[2025-08-07 18:14:38.665],927.7,0.9218,1671, 1.347V
[2025-08-07 18:14:38.665],1159.7,0.5661,2439, 1.965V
[2025-08-07 18:14:38.665],1391.6,0.119,1735, 1.398V
[2025-08-07 18:14:38.665],1623.5,0.4429,2228, 1.795V
[2025-08-07 18:14:38.665],1855.5,1.3326,1959, 1.579V
[2025-08-07 18:14:38.666],2087.4,0.6005,1895, 1.527V
[2025-08-07 18:14:38.666],2319.3,0.7434,2263, 1.824V
[2025-08-07 18:14:38.666],2551.3,1.0824,1671, 1.347V
[2025-08-07 18:14:38.666],2783.2,0.3018,2471, 1.991V
[2025-08-07 18:14:38.666],3015.1,1.6489,1686, 1.359V
[2025-08-07 18:14:38.679],3247.1,1.2577,2391, 1.927V
[2025-08-07 18:14:38.679],3479,0.8081,1815, 1.463V
[2025-08-07 18:14:38.679],3710.9,2.299,2127, 1.714V
[2025-08-07 18:14:38.679],3942.9,0.7771,2055, 1.656V
[2025-08-07 18:14:38.679],4174.8,0.0384,1815, 1.463V
[2025-08-07 18:14:38.679],4406.7,0.6846,2356, 1.899V
[2025-08-07 18:14:38.679],4638.7,1.1548,1671, 1.347V
[2025-08-07 18:14:38.679],4870.6,1.2212,2436, 1.963V
[2025-08-07 18:14:38.679],5102.5,0.2558,1719, 1.385V
[2025-08-07 18:14:38.679],5334.5,1.2467,2272, 1.831V
[2025-08-07 18:14:38.679],5566.4,0.9543,1924, 1.550V
[2025-08-07 18:14:38.681],5798.3,0.4346,1975, 1.592V
[2025-08-07 18:14:38.681],6030.3,0.5937,2183, 1.759V
[2025-08-07 18:14:38.681],6262.2,0.7288,1734, 1.397V
[2025-08-07 18:14:38.681],6494.1,0.2948,2375, 1.914V
[2025-08-07 18:14:38.681],6726.1,0.3526,1703, 1.372V
[2025-08-07 18:14:38.681],6958,0.4137,2359, 1.901V
[2025-08-07 18:14:38.695],7189.9,0.945,1823, 1.469V
[2025-08-07 18:14:38.695],7421.9,0.7262,2135, 1.721V
[2025-08-07 18:14:38.695],7653.8,0.7062,2055, 1.656V
[2025-08-07 18:14:38.695],7885.7,1.0254,1863, 1.501V
[2025-08-07 18:14:38.695],8117.7,0.7514,2310, 1.862V
[2025-08-07 18:14:38.695],8349.6,0.5307,1703, 1.372V
[2025-08-07 18:14:38.695],8581.5,0.1773,2407, 1.940V
[2025-08-07 18:14:38.695],8813.5,1.081,1748, 1.409V
[2025-08-07 18:14:38.695],9045.4,1.1404,2279, 1.837V
[2025-08-07 18:14:38.695],9277.3,1.005,1911, 1.540V
[2025-08-07 18:14:38.695],9509.3,1.0719,2039, 1.643V
[2025-08-07 18:14:38.695],9741.2,0.5235,2164, 1.744V
[2025-08-07 18:14:38.695],9973.1,0.3558,1798, 1.449V
[2025-08-07 18:14:38.695],10205.1,1.2606,2359, 1.901V
[2025-08-07 18:14:38.695],10437,0.8183,1719, 1.385V
[2025-08-07 18:14:38.695],10668.9,0.8548,2372, 1.912V
[2025-08-07 18:14:38.695],10900.9,0.2028,1809, 1.458V
[2025-08-07 18:14:38.695],11132.8,0.6316,2183, 1.759V
[2025-08-07 18:14:38.710],11364.7,1.1329,2020, 1.628V
[2025-08-07 18:14:38.710],11596.7,0.7189,1952, 1.573V
[2025-08-07 18:14:38.710],11828.6,0.6817,2224, 1.792V
[2025-08-07 18:14:38.710],12060.5,1.2369,1780, 1.434V
[2025-08-07 18:14:38.710],12292.5,0.2781,2327, 1.875V
[2025-08-07 18:14:38.710],12524.4,1.043,1799, 1.450V
[2025-08-07 18:14:38.710],12756.3,1.8923,2228, 1.795V
[2025-08-07 18:14:38.710],12988.3,0.453,1959, 1.579V
[2025-08-07 18:14:38.710],13220.2,0.8135,2004, 1.615V
[2025-08-07 18:14:38.710],13452.1,0.9466,2196, 1.770V
[2025-08-07 18:14:38.710],13684.1,0.6044,1799, 1.450V
[2025-08-07 18:14:38.711],13916,0.7874,2343, 1.888V
[2025-08-07 18:14:38.711],14147.9,0.4273,1767, 1.424V
[2025-08-07 18:14:38.711],14379.9,1.1381,2279, 1.837V
[2025-08-07 18:14:38.711],14611.8,0.4884,1926, 1.552V
[2025-08-07 18:14:38.711],14843.8,0.5093,2036, 1.641V
[2025-08-07 18:14:38.711],15075.7,0.5613,2167, 1.746V
[2025-08-07 18:14:38.725],15307.6,1.1677,1783, 1.437V
