Time,Frequency,Amplitude,ADC,Level
[2025-08-07 18:14:56.971],212219.2,0.2126,2295, 1.849V
[2025-08-07 18:14:56.974],212451.2,0.8694,1847, 1.488V
[2025-08-07 18:14:56.976],212683.1,0.4014,2167, 1.746V
[2025-08-07 18:14:56.980],212915,0.7109,2032, 1.638V
[2025-08-07 18:14:56.982],213147,0.5374,1926, 1.552V
[2025-08-07 18:14:56.985],213378.9,0.2931,2247, 1.811V
[2025-08-07 18:14:56.988],213610.8,1.2905,1756, 1.415V
[2025-08-07 18:14:56.991],213842.8,1.3964,2343, 1.888V
[2025-08-07 18:14:56.994],214074.7,0.932,1791, 1.443V
[2025-08-07 18:14:56.997],214306.6,0.9261,2228, 1.795V
[2025-08-07 18:14:56.999],214538.6,0.728,1991, 1.604V
[2025-08-07 18:14:57.002],214770.5,0.4242,1975, 1.592V
[2025-08-07 18:14:57.005],215002.4,1.9262,2199, 1.772V
[2025-08-07 18:14:57.008],215234.4,1.5508,1780, 1.434V
[2025-08-07 18:14:57.011],215466.3,0.5967,2353, 1.896V
[2025-08-07 18:14:57.014],215698.2,1.6654,1758, 1.417V
[2025-08-07 18:14:57.017],215930.2,0.318,2292, 1.847V
[2025-08-07 18:14:57.020],216162.1,0.1237,1879, 1.514V
[2025-08-07 18:14:57.023],216394,0.4722,2084, 1.679V
[2025-08-07 18:14:57.025],216626,0.5936,2103, 1.695V
[2025-08-07 18:14:57.029],216857.9,0.6466,1863, 1.501V
[2025-08-07 18:14:57.032],217089.8,0.282,2279, 1.837V
[2025-08-07 18:14:57.034],217321.8,0.1255,1764, 1.422V
[2025-08-07 18:14:57.037],217553.7,0.3352,2295, 1.849V
[2025-08-07 18:14:57.040],217785.6,0.5065,1863, 1.501V
[2025-08-07 18:14:57.043],218017.6,0.9503,2135, 1.721V
[2025-08-07 18:14:57.046],218249.5,0.5474,2039, 1.643V
[2025-08-07 18:14:57.049],218481.4,0.5285,1943, 1.566V
[2025-08-07 18:14:57.052],218713.4,0.9349,2191, 1.766V
[2025-08-07 18:14:57.055],218945.3,1.0537,1873, 1.509V
[2025-08-07 18:14:57.058],219177.2,0.5512,2199, 1.772V
[2025-08-07 18:14:57.060],219409.2,0.2972,1927, 1.553V
[2025-08-07 18:14:57.063],219641.1,0.2972,2087, 1.682V
[2025-08-07 18:14:57.066],219873,0.3276,2071, 1.669V
[2025-08-07 18:14:57.068],220105,0.9767,1959, 1.579V
[2025-08-07 18:14:57.071],220336.9,1.0574,2148, 1.731V
[2025-08-07 18:14:57.074],220568.8,0.2216,1927, 1.553V
[2025-08-07 18:14:57.077],220800.8,0.6212,2135, 1.721V
[2025-08-07 18:14:57.080],221032.7,0.7639,1968, 1.586V
[2025-08-07 18:14:57.083],221264.7,0.3555,2046, 1.649V
[2025-08-07 18:14:57.086],221496.6,1.044,2047, 1.650V
[2025-08-07 18:14:57.089],221728.5,0.1501,1975, 1.592V
[2025-08-07 18:14:57.092],221960.5,0.6543,2128, 1.715V
[2025-08-07 18:14:57.095],222192.4,1.4609,1927, 1.553V
[2025-08-07 18:14:57.098],222424.3,0.5777,2148, 1.731V
[2025-08-07 18:14:57.101],222656.2,2.2767,1943, 1.566V
[2025-08-07 18:14:57.104],222888.2,0.6649,2087, 1.682V
[2025-08-07 18:14:57.107],223120.1,0.4621,2023, 1.630V
[2025-08-07 18:14:57.110],223352,2.5225,1974, 1.591V
[2025-08-07 18:14:57.113],223584,0.6781,2135, 1.721V
[2025-08-07 18:14:57.115],223815.9,0.6188,1908, 1.538V
[2025-08-07 18:14:57.118],224047.8,1.6203,2182, 1.758V
[2025-08-07 18:14:57.121],224279.8,0.5386,1895, 1.527V
[2025-08-07 18:14:57.124],224511.7,1.582,2119, 1.708V
[2025-08-07 18:14:57.126],224743.7,0.4601,2001, 1.613V
[2025-08-07 18:14:57.130],224975.6,0.397,2016, 1.625V
[2025-08-07 18:14:57.132],225207.5,1.3613,2103, 1.695V
[2025-08-07 18:14:57.135],225439.5,0.4361,1911, 1.540V
[2025-08-07 18:14:57.138],225671.4,0.8988,2167, 1.746V
[2025-08-07 18:14:57.141],225903.3,0.6441,1895, 1.527V
[2025-08-07 18:14:57.144],226135.2,0.7539,2151, 1.733V
[2025-08-07 18:14:57.147],226367.2,0.2538,1959, 1.579V
[2025-08-07 18:14:57.149],226599.1,0.8134,2039, 1.643V
[2025-08-07 18:14:57.152],226831.1,0.9487,2087, 1.682V
[2025-08-07 18:14:57.155],227063,0.6492,1908, 1.538V
[2025-08-07 18:14:57.158],227294.9,0.2921,2199, 1.772V
[2025-08-07 18:14:57.161],227526.9,0.7263,1823, 1.469V
[2025-08-07 18:14:57.165],227758.8,0.2004,2240, 1.805V
[2025-08-07 18:14:57.168],227990.7,0.0939,1888, 1.521V
[2025-08-07 18:14:57.170],228222.7,0.8674,2135, 1.721V
[2025-08-07 18:14:57.173],228454.6,0.789,2023, 1.630V
[2025-08-07 18:14:57.176],228686.5,0.3899,1956, 1.576V
[2025-08-07 18:14:57.179],228918.5,1.1773,2198, 1.771V
[2025-08-07 18:14:57.182],229150.4,0.9797,1807, 1.456V
[2025-08-07 18:14:57.185],229382.3,0.8266,2294, 1.849V
[2025-08-07 18:14:57.187],229614.2,0.9924,1812, 1.460V
[2025-08-07 18:14:57.190],229846.2,0.1452,2224, 1.792V
[2025-08-07 18:14:57.193],230078.1,0.5909,1940, 1.563V
[2025-08-07 18:14:57.196],230310.1,0.5189,2047, 1.650V
[2025-08-07 18:14:57.199],230542,0.1825,2118, 1.707V
[2025-08-07 18:14:57.202],230773.9,0.6937,1860, 1.499V
[2025-08-07 18:14:57.205],231005.9,1.1566,2279, 1.837V
[2025-08-07 18:14:57.207],231237.8,1.2022,1790, 1.442V
[2025-08-07 18:14:57.210],231469.7,0.4079,2278, 1.836V
[2025-08-07 18:14:57.214],231701.7,0.6991,1892, 1.525V
[2025-08-07 18:14:57.216],231933.6,0.5489,2119, 1.708V
[2025-08-07 18:14:57.219],232165.5,0.6225,2071, 1.669V
[2025-08-07 18:14:57.222],232397.5,0.7508,1895, 1.527V
[2025-08-07 18:14:57.225],232629.4,0.8763,2256, 1.818V
[2025-08-07 18:14:57.228],232861.3,0.6078,1767, 1.424V
[2025-08-07 18:14:57.231],233093.3,0.0717,2324, 1.873V
[2025-08-07 18:14:57.233],233325.2,0.4954,1828, 1.473V
[2025-08-07 18:14:57.236],233557.1,1.0277,2167, 1.746V
[2025-08-07 18:14:57.239],233789.1,0.4944,2023, 1.630V
[2025-08-07 18:14:57.242],234021,1.2005,1942, 1.565V
[2025-08-07 18:14:57.245],234252.9,0.5205,2231, 1.798V
[2025-08-07 18:14:57.248],234484.9,0.6618,1758, 1.417V
[2025-08-07 18:14:57.251],234716.8,1.7688,2356, 1.899V
[2025-08-07 18:14:57.254],234948.7,0.765,1790, 1.442V
[2025-08-07 18:14:57.257],235180.7,0.3433,2247, 1.811V
[2025-08-07 18:14:57.261],235412.6,1.0859,1927, 1.553V
[2025-08-07 18:14:57.264],235644.5,0.3934,2032, 1.638V
[2025-08-07 18:14:57.266],235876.5,0.6313,2144, 1.728V
[2025-08-07 18:14:57.269],236108.4,0.4501,1828, 1.473V
[2025-08-07 18:14:57.271],236340.3,0.6199,2295, 1.849V
[2025-08-07 18:14:57.274],236572.3,0.9433,1767, 1.424V
[2025-08-07 18:14:57.277],236804.2,0.2027,2271, 1.830V
[2025-08-07 18:14:57.281],237036.1,0.3004,1895, 1.527V
[2025-08-07 18:14:57.284],237268.1,0.2032,2084, 1.679V
[2025-08-07 18:14:57.287],237500,0.269,2084, 1.679V
[2025-08-07 18:14:57.290],237731.9,0.1435,1910, 1.539V
[2025-08-07 18:14:57.293],237963.9,0.6274,2212, 1.783V
[2025-08-07 18:14:57.296],238195.8,0.1397,1844, 1.486V
[2025-08-07 18:14:57.299],238427.7,1.082,2183, 1.759V
[2025-08-07 18:14:57.302],238659.7,0.1514,1934, 1.559V
[2025-08-07 18:14:57.305],238891.6,0.9072,2071, 1.669V
[2025-08-07 18:14:57.308],239123.5,0.5046,2068, 1.667V
[2025-08-07 18:14:57.311],239355.5,0.7306,1956, 1.576V
[2025-08-07 18:14:57.314],239587.4,0.7254,2134, 1.720V
[2025-08-07 18:14:57.317],239819.3,0.3475,1924, 1.550V
[2025-08-07 18:14:57.320],240051.3,0.4654,2116, 1.705V
[2025-08-07 18:14:57.323],240283.2,1.0276,1975, 1.592V
[2025-08-07 18:14:57.325],240515.1,0.7522,2039, 1.643V
[2025-08-07 18:14:57.328],240747.1,0.4001,2071, 1.669V
[2025-08-07 18:14:57.331],240979,0.9563,1943, 1.566V
[2025-08-07 18:14:57.333],241210.9,0.7446,2151, 1.733V
[2025-08-07 18:14:57.336],241442.9,1.7024,1892, 1.525V
[2025-08-07 18:14:57.339],241674.8,0.5644,2183, 1.759V
[2025-08-07 18:14:57.341],241906.7,0.3667,1910, 1.539V
[2025-08-07 18:14:57.344],242138.7,0.5227,2128, 1.715V
[2025-08-07 18:14:57.346],242370.6,0.3488,2007, 1.617V
[2025-08-07 18:14:57.348],242602.5,0.9318,2007, 1.617V
[2025-08-07 18:14:57.352],242834.5,0.9329,2103, 1.695V
[2025-08-07 18:14:57.355],243066.4,0.6548,1942, 1.565V
[2025-08-07 18:14:57.358],243298.3,0.3206,2135, 1.721V
[2025-08-07 18:14:57.360],243530.3,0.7028,1959, 1.579V
[2025-08-07 18:14:57.363],243762.2,0.7673,2055, 1.656V
[2025-08-07 18:14:57.366],243994.1,0.9038,2071, 1.669V
[2025-08-07 18:14:57.369],244226.1,0.1814,1943, 1.566V
[2025-08-07 18:14:57.371],244458,0.3454,2167, 1.746V
[2025-08-07 18:14:57.374],244689.9,0.4151,1871, 1.508V
[2025-08-07 18:14:57.377],244921.9,0.4217,2215, 1.785V
[2025-08-07 18:14:57.380],245153.8,0.6802,1871, 1.508V
[2025-08-07 18:14:57.383],245385.8,0.1986,2167, 1.746V
[2025-08-07 18:14:57.386],245617.7,0.6854,1951, 1.572V
[2025-08-07 18:14:57.389],245849.6,0.7272,2047, 1.650V
[2025-08-07 18:14:57.392],246081.5,0.7244,2100, 1.692V
[2025-08-07 18:14:57.395],246313.5,0.116,1911, 1.540V
[2025-08-07 18:14:57.397],246545.4,0.5228,2224, 1.792V
[2025-08-07 18:14:57.400],246777.3,0.8119,1828, 1.473V
[2025-08-07 18:14:57.403],247009.3,0.4345,2262, 1.823V
[2025-08-07 18:14:57.406],247241.2,0.8998,1855, 1.495V
[2025-08-07 18:14:57.409],247473.1,0.9151,2183, 1.759V
[2025-08-07 18:14:57.412],247705.1,0.6167,1982, 1.597V
[2025-08-07 18:14:57.414],247937,0.8514,2020, 1.628V
[2025-08-07 18:14:57.417],248168.9,0.3397,2150, 1.733V
[2025-08-07 18:14:57.420],248400.9,0.6121,1892, 1.525V
[2025-08-07 18:14:57.423],248632.8,1.1538,2231, 1.798V
[2025-08-07 18:14:57.426],248864.8,0.2206,1847, 1.488V
[2025-08-07 18:14:57.429],249096.7,0.5994,2199, 1.772V
[2025-08-07 18:14:57.433],249328.6,0.3407,1936, 1.560V
[2025-08-07 18:14:57.435],249560.5,0.7508,2065, 1.664V
[2025-08-07 18:14:57.438],249792.5,0.4202,2102, 1.694V
[2025-08-07 18:14:57.441],250024.4,0.1496,1908, 1.538V
[2025-08-07 18:14:57.443],250256.3,0.0368,2212, 1.783V
[2025-08-07 18:14:57.447],250488.3,0.3046,1847, 1.488V
[2025-08-07 18:14:57.449],250720.2,0.2596,2199, 1.772V
[2025-08-07 18:14:57.452],250952.2,0.6205,1927, 1.553V
[2025-08-07 18:14:57.455],251184.1,0.4764,2055, 1.656V
[2025-08-07 18:14:57.458],251416,0.5298,2116, 1.705V
[2025-08-07 18:14:57.461],251648,0.3335,1862, 1.501V
[2025-08-07 18:14:57.464],251879.9,0.5471,2279, 1.837V
[2025-08-07 18:14:57.467],252111.8,0.2874,1783, 1.437V
[2025-08-07 18:14:57.470],252343.8,0.3286,2303, 1.856V
[2025-08-07 18:14:57.473],252575.7,0.4476,1863, 1.501V
[2025-08-07 18:14:57.475],252807.6,0.4893,2134, 1.720V
[2025-08-07 18:14:57.479],253039.5,0.857,2055, 1.656V
[2025-08-07 18:14:57.481],253271.5,0.5492,1888, 1.521V
[2025-08-07 18:14:57.484],253503.4,0.3278,2279, 1.837V
[2025-08-07 18:14:57.487],253735.3,0.4052,1735, 1.398V
[2025-08-07 18:14:57.490],253967.3,0.0643,2359, 1.901V
[2025-08-07 18:14:57.493],254199.2,0.3347,1761, 1.419V
[2025-08-07 18:14:57.496],254431.2,0.4024,2247, 1.811V
[2025-08-07 18:14:57.498],254663.1,0.5071,1927, 1.553V
[2025-08-07 18:14:57.501],254895,0.7473,2020, 1.628V
[2025-08-07 18:14:57.504],255127,0.7583,2135, 1.721V
[2025-08-07 18:14:57.507],255358.9,0.8046,1815, 1.463V
[2025-08-07 18:14:57.510],255590.8,0.3841,2279, 1.837V
[2025-08-07 18:14:57.513],255822.8,0.6196,1767, 1.424V
[2025-08-07 18:14:57.515],256054.7,0.7631,2260, 1.821V
[2025-08-07 18:14:57.518],256286.6,0.4369,1878, 1.513V
[2025-08-07 18:14:57.521],256518.6,0.9567,2087, 1.682V
[2025-08-07 18:14:57.524],256750.5,0.6282,2055, 1.656V
[2025-08-07 18:14:57.528],256982.4,0.8898,1908, 1.538V
[2025-08-07 18:14:57.531],257214.4,0.0408,2183, 1.759V
[2025-08-07 18:14:57.533],257446.3,1.1374,1888, 1.521V
[2025-08-07 18:14:57.536],257678.2,0.1982,2135, 1.721V
[2025-08-07 18:14:57.539],257910.2,0.8064,2016, 1.625V
[2025-08-07 18:14:57.542],258142.1,0.2596,1968, 1.586V
[2025-08-07 18:14:57.545],258374,0.4043,2164, 1.744V
[2025-08-07 18:14:57.548],258606,0.6042,1863, 1.501V
[2025-08-07 18:14:57.551],258837.9,0.9081,2215, 1.785V
[2025-08-07 18:14:57.553],259069.8,0.286,1895, 1.527V
[2025-08-07 18:14:57.556],259301.8,0.8793,2103, 1.695V
[2025-08-07 18:14:57.559],259533.7,0.6149,2046, 1.649V
[2025-08-07 18:14:57.562],259765.6,0.5585,1956, 1.576V
[2025-08-07 18:14:57.564],259997.6,1.1786,2167, 1.746V
[2025-08-07 18:14:57.568],260229.5,0.4197,1831, 1.476V
[2025-08-07 18:14:57.571],260461.4,0.7829,2255, 1.817V
[2025-08-07 18:14:57.574],260693.4,0.8248,1815, 1.463V
[2025-08-07 18:14:57.577],260925.3,0.5501,2228, 1.795V
[2025-08-07 18:14:57.580],261157.2,0.557,1911, 1.540V
[2025-08-07 18:14:57.582],261389.2,0.6172,2071, 1.669V
[2025-08-07 18:14:57.585],261621.1,0.2709,2079, 1.675V
[2025-08-07 18:14:57.588],261853,0.2031,1911, 1.540V
[2025-08-07 18:14:57.591],262085,0.8378,2224, 1.792V
[2025-08-07 18:14:57.594],262316.9,0.4652,1815, 1.463V
[2025-08-07 18:14:57.597],262548.8,0.4954,2288, 1.844V
[2025-08-07 18:14:57.599],262780.8,0.5004,1844, 1.486V
[2025-08-07 18:14:57.602],263012.7,0.3496,2182, 1.758V
[2025-08-07 18:14:57.605],263244.6,0.3307,1991, 1.604V
[2025-08-07 18:14:57.608],263476.6,0.1749,1991, 1.604V
[2025-08-07 18:14:57.611],263708.5,0.3585,2164, 1.744V
[2025-08-07 18:14:57.614],263940.4,0.7659,1860, 1.499V
[2025-08-07 18:14:57.617],264172.4,1.4047,2263, 1.824V
[2025-08-07 18:14:57.620],264404.3,1.1194,1815, 1.463V
[2025-08-07 18:14:57.623],264636.2,0.9887,2231, 1.798V
[2025-08-07 18:14:57.626],264868.2,1.2107,1911, 1.540V
[2025-08-07 18:14:57.629],265100.1,1.1689,2087, 1.682V
[2025-08-07 18:14:57.631],265332,0.3782,2071, 1.669V
[2025-08-07 18:14:57.634],265564,1.3857,1895, 1.527V
[2025-08-07 18:14:57.637],265795.9,0.5155,2246, 1.810V
[2025-08-07 18:14:57.640],266027.8,0.3504,1783, 1.437V
[2025-08-07 18:14:57.642],266259.8,1.0387,2311, 1.862V
[2025-08-07 18:14:57.645],266491.7,0.5613,1799, 1.450V
[2025-08-07 18:14:57.648],266723.6,0.4903,2199, 1.772V
[2025-08-07 18:14:57.651],266955.6,0.3553,1972, 1.589V
[2025-08-07 18:14:57.654],267187.5,0.3353,2001, 1.613V
[2025-08-07 18:14:57.657],267419.4,0.5031,2167, 1.746V
[2025-08-07 18:14:57.660],267651.4,0.6547,1815, 1.463V
[2025-08-07 18:14:57.663],267883.3,0.4042,2303, 1.856V
[2025-08-07 18:14:57.666],268115.2,0.1865,1780, 1.434V
[2025-08-07 18:14:57.668],268347.2,1.097,2279, 1.837V
[2025-08-07 18:14:57.671],268579.1,0.361,1879, 1.514V
[2025-08-07 18:14:57.674],268811,0.5387,2111, 1.701V
[2025-08-07 18:14:57.678],269043,0.7586,2084, 1.679V
[2025-08-07 18:14:57.680],269274.9,1.2903,1888, 1.521V
[2025-08-07 18:14:57.683],269506.8,0.394,2255, 1.817V
[2025-08-07 18:14:57.686],269738.8,0.8578,1751, 1.411V
[2025-08-07 18:14:57.689],269970.7,0.937,2311, 1.862V
[2025-08-07 18:14:57.692],270202.6,0.8668,1823, 1.469V
[2025-08-07 18:14:57.695],270434.6,0.6996,2183, 1.759V
[2025-08-07 18:14:57.697],270666.5,0.6118,2004, 1.615V
[2025-08-07 18:14:57.700],270898.4,0.2018,1950, 1.571V
[2025-08-07 18:14:57.703],271130.4,0.4849,2231, 1.798V
[2025-08-07 18:14:57.706],271362.3,0.549,1767, 1.424V
[2025-08-07 18:14:57.709],271594.2,0.364,2356, 1.899V
[2025-08-07 18:14:57.712],271826.2,0.2138,1791, 1.443V
[2025-08-07 18:14:57.715],272058.1,0.8399,2231, 1.798V
[2025-08-07 18:14:57.718],272290,0.237,1959, 1.579V
[2025-08-07 18:14:57.721],272522,0.2465,1991, 1.604V
[2025-08-07 18:14:57.724],272753.9,1.2239,2183, 1.759V
[2025-08-07 18:14:57.726],272985.8,0.628,1780, 1.434V
[2025-08-07 18:14:57.730],273217.8,0.5556,2359, 1.901V
[2025-08-07 18:14:57.732],273449.7,0.5012,1735, 1.398V
[2025-08-07 18:14:57.735],273681.6,0.3718,2310, 1.862V
[2025-08-07 18:14:57.738],273913.6,0.3643,1856, 1.496V
[2025-08-07 18:14:57.741],274145.5,0.2962,2087, 1.682V
[2025-08-07 18:14:57.744],274377.4,0.1487,2103, 1.695V
[2025-08-07 18:14:57.747],274609.4,1.0186,1828, 1.473V
[2025-08-07 18:14:57.750],274841.3,0.5639,2295, 1.849V
[2025-08-07 18:14:57.753],275073.2,1.0281,1748, 1.409V
[2025-08-07 18:14:57.756],275305.2,0.5229,2295, 1.849V
[2025-08-07 18:14:57.758],275537.1,0.5283,1847, 1.488V
[2025-08-07 18:14:57.761],275769,1.4721,2087, 1.682V
[2025-08-07 18:14:57.764],276001,0.1854,2100, 1.692V
[2025-08-07 18:14:57.767],276232.9,0.4081,1847, 1.488V
[2025-08-07 18:14:57.770],276464.8,1.4994,2303, 1.856V
[2025-08-07 18:14:57.773],276696.8,0.7583,1760, 1.418V
[2025-08-07 18:14:57.776],276928.7,0.346,2279, 1.837V
[2025-08-07 18:14:57.779],277160.7,0.8458,1911, 1.540V
[2025-08-07 18:14:57.781],277392.6,0.3829,2036, 1.641V
[2025-08-07 18:14:57.784],277624.5,0.8178,2167, 1.746V
[2025-08-07 18:14:57.787],277856.4,1.1175,1791, 1.443V
[2025-08-07 18:14:57.789],278088.4,0.4729,2343, 1.888V
[2025-08-07 18:14:57.792],278320.3,0.775,1764, 1.422V
[2025-08-07 18:14:57.795],278552.2,1.084,2295, 1.849V
[2025-08-07 18:14:57.798],278784.2,0.324,1894, 1.526V
[2025-08-07 18:14:57.802],279016.1,0.6605,2071, 1.669V
[2025-08-07 18:14:57.805],279248.1,1.1592,2132, 1.718V
[2025-08-07 18:14:57.808],279480,0.3292,1846, 1.488V
[2025-08-07 18:14:57.811],279711.9,0.8167,2311, 1.862V
[2025-08-07 18:14:57.813],279943.8,0.8991,1742, 1.404V
[2025-08-07 18:14:57.816],280175.8,0.8564,2342, 1.887V
[2025-08-07 18:14:57.819],280407.7,0.6033,1815, 1.463V
[2025-08-07 18:14:57.822],280639.7,0.1886,2192, 1.766V
[2025-08-07 18:14:57.825],280871.6,0.3774,1991, 1.604V
[2025-08-07 18:14:57.827],281103.5,0.5901,1956, 1.576V
[2025-08-07 18:14:57.830],281335.4,0.9025,2215, 1.785V
[2025-08-07 18:14:57.833],281567.4,0.1169,1767, 1.424V
[2025-08-07 18:14:57.836],281799.3,1.1286,2343, 1.888V
[2025-08-07 18:14:57.838],282031.2,0.558,1744, 1.405V
[2025-08-07 18:14:57.841],282263.2,0.7215,2304, 1.857V
[2025-08-07 18:14:57.844],282495.1,0.3065,1863, 1.501V
[2025-08-07 18:14:57.847],282727.1,0.6006,2111, 1.701V
[2025-08-07 18:14:57.851],282959,0.3216,2071, 1.669V
[2025-08-07 18:14:57.854],283190.9,0.7418,1863, 1.501V
[2025-08-07 18:14:57.856],283422.8,0.8001,2303, 1.856V
[2025-08-07 18:14:57.859],283654.8,0.165,1716, 1.383V
[2025-08-07 18:14:57.862],283886.7,0.0621,2416, 1.947V
[2025-08-07 18:14:57.865],284118.7,0.4507,1748, 1.409V
[2025-08-07 18:14:57.867],284350.6,0.3304,2276, 1.834V
[2025-08-07 18:14:57.870],284582.5,0.3598,1942, 1.565V
[2025-08-07 18:14:57.874],284814.4,1.4819,1975, 1.592V
[2025-08-07 18:14:57.877],285046.4,0.4985,2228, 1.795V
[2025-08-07 18:14:57.880],285278.3,0.7573,1712, 1.380V
[2025-08-07 18:14:57.882],285510.2,1.1426,2439, 1.965V
[2025-08-07 18:14:57.885],285742.2,1.0142,1696, 1.367V
[2025-08-07 18:14:57.887],285974.1,0.9525,2388, 1.924V
[2025-08-07 18:14:57.891],286206.1,1.3196,1814, 1.462V
[2025-08-07 18:14:57.893],286438,0.8683,2103, 1.695V
[2025-08-07 18:14:57.897],286669.9,1.1096,2112, 1.702V
[2025-08-07 18:14:57.900],286901.8,1.0035,1792, 1.444V
[2025-08-07 18:14:57.903],287133.8,1.9315,2359, 1.901V
[2025-08-07 18:14:57.905],287365.7,1.742,1687, 1.359V
[2025-08-07 18:14:57.909],287597.7,0.64,2391, 1.927V
[2025-08-07 18:14:57.912],287829.6,1.2288,1780, 1.434V
[2025-08-07 18:14:57.914],288061.5,0.4894,2196, 1.770V
[2025-08-07 18:14:57.917],288293.5,0.4499,2004, 1.615V
[2025-08-07 18:14:57.920],288525.4,0.6604,1927, 1.553V
[2025-08-07 18:14:57.923],288757.3,0.9123,2247, 1.811V
[2025-08-07 18:14:57.926],288989.2,0.8306,1748, 1.409V
[2025-08-07 18:14:57.929],289221.2,0.9339,2367, 1.907V
[2025-08-07 18:14:57.931],289453.1,0.4116,1758, 1.417V
[2025-08-07 18:14:57.934],289685.1,0.5973,2276, 1.834V
[2025-08-07 18:14:57.937],289917,0.9315,1911, 1.540V
[2025-08-07 18:14:57.940],290148.9,0.4459,2039, 1.643V
[2025-08-07 18:14:57.942],290380.9,0.726,2148, 1.731V
[2025-08-07 18:14:57.946],290612.8,1.5108,1808, 1.457V
[2025-08-07 18:14:57.948],290844.7,0.4365,2340, 1.886V
[2025-08-07 18:14:57.951],291076.7,0.5454,1719, 1.385V
[2025-08-07 18:14:57.955],291308.6,0.956,2343, 1.888V
[2025-08-07 18:14:57.957],291540.5,0.7234,1814, 1.462V
[2025-08-07 18:14:57.959],291772.5,1.2971,2164, 1.744V
[2025-08-07 18:14:57.964],292004.4,0.9836,2032, 1.638V
[2025-08-07 18:14:57.966],292236.3,0.6234,1895, 1.527V
[2025-08-07 18:14:57.969],292468.2,0.9958,2262, 1.823V
[2025-08-07 18:14:57.972],292700.2,0.9376,1716, 1.383V
[2025-08-07 18:14:57.975],292932.1,0.2987,2388, 1.924V
[2025-08-07 18:14:57.978],293164.1,2.0478,1751, 1.411V
[2025-08-07 18:14:57.980],293396,1.5451,2247, 1.811V
[2025-08-07 18:14:57.983],293627.9,0.8799,1943, 1.566V
[2025-08-07 18:14:57.986],293859.9,0.5653,1974, 1.591V
[2025-08-07 18:14:57.989],294091.8,0.553,2228, 1.795V
[2025-08-07 18:14:57.991],294323.7,1.5337,1729, 1.393V
[2025-08-07 18:14:57.995],294555.7,0.5439,2391, 1.927V
[2025-08-07 18:14:57.997],294787.6,0.4935,1751, 1.411V
[2025-08-07 18:14:58.000],295019.5,0.7423,2263, 1.824V
[2025-08-07 18:14:58.004],295251.5,0.2027,1988, 1.602V
[2025-08-07 18:14:58.006],295483.4,1.3922,1911, 1.540V
[2025-08-07 18:14:58.009],295715.3,1.0167,2311, 1.862V
[2025-08-07 18:14:58.012],295947.2,0.848,1698, 1.368V
[2025-08-07 18:14:58.014],296179.2,1.4844,2436, 1.963V
[2025-08-07 18:14:58.018],296411.1,0.4336,1751, 1.411V
[2025-08-07 18:14:58.021],296643.1,0.3047,2231, 1.798V
[2025-08-07 18:14:58.024],296875,0.9957,2007, 1.617V
[2025-08-07 18:14:58.026],297106.9,0.2921,1908, 1.538V
[2025-08-07 18:14:58.029],297338.9,0.8628,2292, 1.847V
[2025-08-07 18:14:58.032],297570.8,0.2069,1694, 1.365V
[2025-08-07 18:14:58.035],297802.8,1.0848,2452, 1.976V
[2025-08-07 18:14:58.038],298034.7,1.2768,1712, 1.380V
[2025-08-07 18:14:58.041],298266.6,1.0414,2343, 1.888V
[2025-08-07 18:14:58.044],298498.5,1.4888,1863, 1.501V
[2025-08-07 18:14:58.047],298730.5,1.6724,2079, 1.675V
[2025-08-07 18:14:58.050],298962.4,0.9127,2119, 1.708V
[2025-08-07 18:14:58.052],299194.3,1.7983,1812, 1.460V
[2025-08-07 18:14:58.055],299426.3,0.1991,2359, 1.901V
[2025-08-07 18:14:58.058],299658.2,0.8566,1678, 1.352V
[2025-08-07 18:14:58.062],299890.1,0.996,2454, 1.978V
[2025-08-07 18:14:58.064],300122.1,0.7615,1734, 1.397V
[2025-08-07 18:14:58.067],300354,0.9664,2288, 1.844V
[2025-08-07 18:14:58.070],300585.9,0.9709,1924, 1.550V
[2025-08-07 18:14:58.072],300817.9,0.7028,1958, 1.578V
[2025-08-07 18:14:58.075],301049.8,0.7097,2240, 1.805V
[2025-08-07 18:14:58.079],301281.8,0.4387,1687, 1.359V
[2025-08-07 18:14:58.081],301513.7,1.151,2468, 1.989V
[2025-08-07 18:14:58.084],301745.6,0.527,1680, 1.354V
[2025-08-07 18:14:58.087],301977.5,1.1415,2407, 1.940V
[2025-08-07 18:14:58.090],302209.5,0.9259,1809, 1.458V
[2025-08-07 18:14:58.093],302441.4,0.409,2100, 1.692V
[2025-08-07 18:14:58.096],302673.3,1.1432,2103, 1.695V
[2025-08-07 18:14:58.098],302905.3,0.6213,1732, 1.396V
[2025-08-07 18:14:58.101],303137.2,0.3171,2439, 1.965V
[2025-08-07 18:14:58.104],303369.1,0.9598,1663, 1.340V
[2025-08-07 18:14:58.107],303601.1,0.7901,2487, 2.004V
[2025-08-07 18:14:58.110],303833,0.5487,1735, 1.398V
[2025-08-07 18:14:58.113],304064.9,0.8136,2198, 1.771V
[2025-08-07 18:14:58.116],304296.9,0.7757,2007, 1.617V
[2025-08-07 18:14:58.119],304528.8,1.0934,1812, 1.460V
[2025-08-07 18:14:58.122],304760.8,0.3864,2343, 1.888V
[2025-08-07 18:14:58.125],304992.7,0.5586,1654, 1.333V
[2025-08-07 18:14:58.128],305224.6,0.4287,2516, 2.028V
